SCHOOL_YEAR,DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,Revenues/Expenditures,Description,REV_EXP_VALUE,Dollars per FTE
2015-16,656,Fayette County,196,Kedron Elementary School,K-12 Expenditures,Debt Services,0,0
2015-16,656,Fayette County,196,Kedron Elementary School,K-12 Expenditures,General Administration,0,0
2015-16,656,Fayette County,196,Kedron Elementary School,K-12 Expenditures,Instruction,3855608.77,6800.02
2015-16,656,Fayette County,196,Kedron Elementary School,K-12 Expenditures,Instructional Support,4227.72,7.46
2015-16,656,Fayette County,196,Kedron Elementary School,K-12 Expenditures,Maintenance and Operations,245587.87,433.14
2015-16,656,Fayette County,196,Kedron Elementary School,K-12 Expenditures,Media,48816.13,86.1
2015-16,656,Fayette County,196,Kedron Elementary School,K-12 Expenditures,Pupil Services,123596.9,217.98
2015-16,656,Fayette County,196,Kedron Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,656,Fayette County,196,Kedron Elementary School,K-12 Expenditures,School Administration,375493.55,662.25
2015-16,656,Fayette County,196,Kedron Elementary School,K-12 Expenditures,School food Services,0,0
2015-16,656,Fayette County,196,Kedron Elementary School,K-12 Expenditures,Transportation,0,0
2015-16,656,Fayette County,182,McIntosh High School,K-12 Expenditures,Debt Services,0,0
2015-16,656,Fayette County,182,McIntosh High School,K-12 Expenditures,General Administration,0,0
2015-16,656,Fayette County,182,McIntosh High School,K-12 Expenditures,Instruction,8063086.97,4857.28
2015-16,656,Fayette County,182,McIntosh High School,K-12 Expenditures,Instructional Support,23942.05,14.42
2015-16,656,Fayette County,182,McIntosh High School,K-12 Expenditures,Maintenance and Operations,660875.44,398.12
2015-16,656,Fayette County,182,McIntosh High School,K-12 Expenditures,Media,17965.05,10.82
2015-16,656,Fayette County,182,McIntosh High School,K-12 Expenditures,Pupil Services,561066.21,337.99
2015-16,656,Fayette County,182,McIntosh High School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,656,Fayette County,182,McIntosh High School,K-12 Expenditures,School Administration,890045.7,536.17
2015-16,656,Fayette County,182,McIntosh High School,K-12 Expenditures,School food Services,0,0
2015-16,656,Fayette County,182,McIntosh High School,K-12 Expenditures,Transportation,0,0
2015-16,656,Fayette County,181,North Fayette Elementary School,K-12 Expenditures,Debt Services,0,0
2015-16,656,Fayette County,181,North Fayette Elementary School,K-12 Expenditures,General Administration,0,0
2015-16,656,Fayette County,181,North Fayette Elementary School,K-12 Expenditures,Instruction,3633876.43,5937.71
2015-16,656,Fayette County,181,North Fayette Elementary School,K-12 Expenditures,Instructional Support,2722.64,4.45
2015-16,656,Fayette County,181,North Fayette Elementary School,K-12 Expenditures,Maintenance and Operations,229536.89,375.06
2015-16,656,Fayette County,181,North Fayette Elementary School,K-12 Expenditures,Media,121305.58,198.21
2015-16,656,Fayette County,181,North Fayette Elementary School,K-12 Expenditures,Pupil Services,123039.51,201.04
2015-16,656,Fayette County,181,North Fayette Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,656,Fayette County,181,North Fayette Elementary School,K-12 Expenditures,School Administration,372768.12,609.1
2015-16,656,Fayette County,181,North Fayette Elementary School,K-12 Expenditures,School food Services,0,0
2015-16,656,Fayette County,181,North Fayette Elementary School,K-12 Expenditures,Transportation,0,0
2015-16,656,Fayette County,186,Oak Grove Elementary School,K-12 Expenditures,Debt Services,0,0
2015-16,656,Fayette County,186,Oak Grove Elementary School,K-12 Expenditures,General Administration,0,0
2015-16,656,Fayette County,186,Oak Grove Elementary School,K-12 Expenditures,Instruction,3548484.52,8310.27
2015-16,656,Fayette County,186,Oak Grove Elementary School,K-12 Expenditures,Instructional Support,3633.74,8.51
2015-16,656,Fayette County,186,Oak Grove Elementary School,K-12 Expenditures,Maintenance and Operations,232059.63,543.47
2015-16,656,Fayette County,186,Oak Grove Elementary School,K-12 Expenditures,Media,142307.57,333.27
2015-16,656,Fayette County,186,Oak Grove Elementary School,K-12 Expenditures,Pupil Services,128495.25,300.93
2015-16,656,Fayette County,186,Oak Grove Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,656,Fayette County,186,Oak Grove Elementary School,K-12 Expenditures,School Administration,359215.66,841.25
2015-16,656,Fayette County,186,Oak Grove Elementary School,K-12 Expenditures,School food Services,0,0
2015-16,656,Fayette County,186,Oak Grove Elementary School,K-12 Expenditures,Transportation,0,0
2015-16,656,Fayette County,1052,Peachtree City Elementary School,K-12 Expenditures,Debt Services,0,0
2015-16,656,Fayette County,1052,Peachtree City Elementary School,K-12 Expenditures,General Administration,0,0
2015-16,656,Fayette County,1052,Peachtree City Elementary School,K-12 Expenditures,Instruction,3157244.61,6536.74
2015-16,656,Fayette County,1052,Peachtree City Elementary School,K-12 Expenditures,Instructional Support,5731.43,11.87
2015-16,656,Fayette County,1052,Peachtree City Elementary School,K-12 Expenditures,Maintenance and Operations,193192.46,399.98
2015-16,656,Fayette County,1052,Peachtree City Elementary School,K-12 Expenditures,Media,126074.37,261.02
2015-16,656,Fayette County,1052,Peachtree City Elementary School,K-12 Expenditures,Pupil Services,124378.67,257.51
2015-16,656,Fayette County,1052,Peachtree City Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,656,Fayette County,1052,Peachtree City Elementary School,K-12 Expenditures,School Administration,375863.32,778.18
2015-16,656,Fayette County,1052,Peachtree City Elementary School,K-12 Expenditures,School food Services,0,0
2015-16,656,Fayette County,1052,Peachtree City Elementary School,K-12 Expenditures,Transportation,0,0
2015-16,656,Fayette County,199,Peeples Elementary School,K-12 Expenditures,Debt Services,0,0
2015-16,656,Fayette County,199,Peeples Elementary School,K-12 Expenditures,General Administration,0,0
2015-16,656,Fayette County,199,Peeples Elementary School,K-12 Expenditures,Instruction,4506167.55,6695.64
2015-16,656,Fayette County,199,Peeples Elementary School,K-12 Expenditures,Instructional Support,9418.39,13.99
2015-16,656,Fayette County,199,Peeples Elementary School,K-12 Expenditures,Maintenance and Operations,153604.73,228.24
2015-16,656,Fayette County,199,Peeples Elementary School,K-12 Expenditures,Media,108547.17,161.29
2015-16,656,Fayette County,199,Peeples Elementary School,K-12 Expenditures,Pupil Services,133651.51,198.59
2015-16,656,Fayette County,199,Peeples Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,656,Fayette County,199,Peeples Elementary School,K-12 Expenditures,School Administration,346078.1,514.23
2015-16,656,Fayette County,199,Peeples Elementary School,K-12 Expenditures,School food Services,0,0
2015-16,656,Fayette County,199,Peeples Elementary School,K-12 Expenditures,Transportation,0,0
2015-16,656,Fayette County,298,Rising Starr Middle School,K-12 Expenditures,Debt Services,0,0
2015-16,656,Fayette County,298,Rising Starr Middle School,K-12 Expenditures,General Administration,0,0
2015-16,656,Fayette County,298,Rising Starr Middle School,K-12 Expenditures,Instruction,5483622.39,5653.22
2015-16,656,Fayette County,298,Rising Starr Middle School,K-12 Expenditures,Instructional Support,16655.02,17.17
2015-16,656,Fayette County,298,Rising Starr Middle School,K-12 Expenditures,Maintenance and Operations,189391.96,195.25
2015-16,656,Fayette County,298,Rising Starr Middle School,K-12 Expenditures,Media,114348.21,117.88
2015-16,656,Fayette County,298,Rising Starr Middle School,K-12 Expenditures,Pupil Services,276547.32,285.1
2015-16,656,Fayette County,298,Rising Starr Middle School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,656,Fayette County,298,Rising Starr Middle School,K-12 Expenditures,School Administration,473652.92,488.3
2015-16,656,Fayette County,298,Rising Starr Middle School,K-12 Expenditures,School food Services,0,0
2015-16,656,Fayette County,298,Rising Starr Middle School,K-12 Expenditures,Transportation,0,0
2015-16,656,Fayette County,291,Robert J. Burch Elementary School,K-12 Expenditures,Debt Services,0,0
2015-16,656,Fayette County,291,Robert J. Burch Elementary School,K-12 Expenditures,General Administration,0,0
2015-16,656,Fayette County,291,Robert J. Burch Elementary School,K-12 Expenditures,Instruction,3706654.55,6826.25
2015-16,656,Fayette County,291,Robert J. Burch Elementary School,K-12 Expenditures,Instructional Support,5410.45,9.96
2015-16,656,Fayette County,291,Robert J. Burch Elementary School,K-12 Expenditures,Maintenance and Operations,163664.98,301.41
2015-16,656,Fayette County,291,Robert J. Burch Elementary School,K-12 Expenditures,Media,91316.45,168.17
2015-16,656,Fayette County,291,Robert J. Burch Elementary School,K-12 Expenditures,Pupil Services,136785.37,251.91
2015-16,656,Fayette County,291,Robert J. Burch Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,656,Fayette County,291,Robert J. Burch Elementary School,K-12 Expenditures,School Administration,367620.79,677.02
2015-16,656,Fayette County,291,Robert J. Burch Elementary School,K-12 Expenditures,School food Services,0,0
2015-16,656,Fayette County,291,Robert J. Burch Elementary School,K-12 Expenditures,Transportation,0,0
2015-16,656,Fayette County,192,Sandy Creek High School,K-12 Expenditures,Debt Services,0,0
2015-16,656,Fayette County,192,Sandy Creek High School,K-12 Expenditures,General Administration,0,0
2015-16,656,Fayette County,192,Sandy Creek High School,K-12 Expenditures,Instruction,7392131.15,6000.11
2015-16,656,Fayette County,192,Sandy Creek High School,K-12 Expenditures,Instructional Support,9040.69,7.34
2015-16,656,Fayette County,192,Sandy Creek High School,K-12 Expenditures,Maintenance and Operations,688252.44,558.65
2015-16,656,Fayette County,192,Sandy Creek High School,K-12 Expenditures,Media,103511.87,84.02
2015-16,656,Fayette County,192,Sandy Creek High School,K-12 Expenditures,Pupil Services,552749,448.66
2015-16,656,Fayette County,192,Sandy Creek High School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,656,Fayette County,192,Sandy Creek High School,K-12 Expenditures,School Administration,932220.77,756.67
2015-16,656,Fayette County,192,Sandy Creek High School,K-12 Expenditures,School food Services,0,0
2015-16,656,Fayette County,192,Sandy Creek High School,K-12 Expenditures,Transportation,0,0
2015-16,656,Fayette County,103,Sara Harp Minter Elementary School,K-12 Expenditures,Debt Services,0,0
2015-16,656,Fayette County,103,Sara Harp Minter Elementary School,K-12 Expenditures,General Administration,0,0
2015-16,656,Fayette County,103,Sara Harp Minter Elementary School,K-12 Expenditures,Instruction,4231987.6,5943.8
2015-16,656,Fayette County,103,Sara Harp Minter Elementary School,K-12 Expenditures,Instructional Support,3409.56,4.79
2015-16,656,Fayette County,103,Sara Harp Minter Elementary School,K-12 Expenditures,Maintenance and Operations,383024.22,537.96
2015-16,656,Fayette County,103,Sara Harp Minter Elementary School,K-12 Expenditures,Media,120319.43,168.99
2015-16,656,Fayette County,103,Sara Harp Minter Elementary School,K-12 Expenditures,Pupil Services,172623.28,242.45
2015-16,656,Fayette County,103,Sara Harp Minter Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,656,Fayette County,103,Sara Harp Minter Elementary School,K-12 Expenditures,School Administration,336185.93,472.17
2015-16,656,Fayette County,103,Sara Harp Minter Elementary School,K-12 Expenditures,School food Services,0,0
2015-16,656,Fayette County,103,Sara Harp Minter Elementary School,K-12 Expenditures,Transportation,0,0
2015-16,656,Fayette County,296,Spring Hill Elementary School,K-12 Expenditures,Debt Services,0,0
2015-16,656,Fayette County,296,Spring Hill Elementary School,K-12 Expenditures,General Administration,0,0
2015-16,656,Fayette County,296,Spring Hill Elementary School,K-12 Expenditures,Instruction,4200978.42,5992.84
2015-16,656,Fayette County,296,Spring Hill Elementary School,K-12 Expenditures,Instructional Support,4499.76,6.42
2015-16,656,Fayette County,296,Spring Hill Elementary School,K-12 Expenditures,Maintenance and Operations,166971.15,238.19
2015-16,656,Fayette County,296,Spring Hill Elementary School,K-12 Expenditures,Media,117411.4,167.49
2015-16,656,Fayette County,296,Spring Hill Elementary School,K-12 Expenditures,Pupil Services,166240.55,237.15
2015-16,656,Fayette County,296,Spring Hill Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,656,Fayette County,296,Spring Hill Elementary School,K-12 Expenditures,School Administration,352318.75,502.59
2015-16,656,Fayette County,296,Spring Hill Elementary School,K-12 Expenditures,School food Services,0,0
2015-16,656,Fayette County,296,Spring Hill Elementary School,K-12 Expenditures,Transportation,0,0
2015-16,656,Fayette County,198,Starrs Mill High School,K-12 Expenditures,Debt Services,0,0
2015-16,656,Fayette County,198,Starrs Mill High School,K-12 Expenditures,General Administration,0,0
2015-16,656,Fayette County,198,Starrs Mill High School,K-12 Expenditures,Instruction,7701294.65,5536.52
2015-16,656,Fayette County,198,Starrs Mill High School,K-12 Expenditures,Instructional Support,20390.24,14.66
2015-16,656,Fayette County,198,Starrs Mill High School,K-12 Expenditures,Maintenance and Operations,649116.18,466.65
2015-16,656,Fayette County,198,Starrs Mill High School,K-12 Expenditures,Media,117573.46,84.52
2015-16,656,Fayette County,198,Starrs Mill High School,K-12 Expenditures,Pupil Services,634997.98,456.5
2015-16,656,Fayette County,198,Starrs Mill High School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,656,Fayette County,198,Starrs Mill High School,K-12 Expenditures,School Administration,878986.3,631.91
2015-16,656,Fayette County,198,Starrs Mill High School,K-12 Expenditures,School food Services,0,0
2015-16,656,Fayette County,198,Starrs Mill High School,K-12 Expenditures,Transportation,0,0
2015-16,656,Fayette County,105,Whitewater High School,K-12 Expenditures,Debt Services,0,0
2015-16,656,Fayette County,105,Whitewater High School,K-12 Expenditures,General Administration,0,0
2015-16,656,Fayette County,105,Whitewater High School,K-12 Expenditures,Instruction,7755644.79,5473.28
2015-16,656,Fayette County,105,Whitewater High School,K-12 Expenditures,Instructional Support,18107.94,12.78
2015-16,656,Fayette County,105,Whitewater High School,K-12 Expenditures,Maintenance and Operations,343223.95,242.22
2015-16,656,Fayette County,105,Whitewater High School,K-12 Expenditures,Media,110173.63,77.75
2015-16,656,Fayette County,105,Whitewater High School,K-12 Expenditures,Pupil Services,598834.99,422.61
2015-16,656,Fayette County,105,Whitewater High School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,656,Fayette County,105,Whitewater High School,K-12 Expenditures,School Administration,911288.01,643.11
2015-16,656,Fayette County,105,Whitewater High School,K-12 Expenditures,School food Services,0,0
2015-16,656,Fayette County,105,Whitewater High School,K-12 Expenditures,Transportation,0,0
2015-16,656,Fayette County,391,Whitewater Middle School,K-12 Expenditures,Debt Services,0,0
2015-16,656,Fayette County,391,Whitewater Middle School,K-12 Expenditures,General Administration,0,0
2015-16,656,Fayette County,391,Whitewater Middle School,K-12 Expenditures,Instruction,5419205.05,5935.6
