Agency ID - NCES Assigned [Public School] Latest available year,School Name,State Name [Public School] Latest available year,Urban-centric Locale [Public School] 2017-18,"Total Students, All Grades (Excludes AE) [Public School] 2017-18",Free Lunch Eligible [Public School] 2017-18,Direct Certification [Public School] 2017-18,Reduced-price Lunch Eligible Students [Public School] 2017-18,Free and Reduced Lunch Students [Public School] 2017-18,Grades 1-8 Students [Public School] 2017-18,Grades 9-12 Students [Public School] 2017-18,School ID - NCES Assigned [Public School] Latest available year,Title I School Status [Public School] 2017-18,National School Lunch Program [Public School] 2017-18,Highest Grade Offered [Public School] 2018-19,Lowest Grade Offered [Public School] 2018-19,School Name [Public School] 2018-19,County Name [Public School] 2018-19,County Number [Public School] 2018-19,Location ZIP [Public School] 2018-19,Location City [Public School] 2018-19,Two or More Races Students [Public School] 2018-19,Total Race/Ethnicity [Public School] 2018-19,Hawaiian Nat./Pacific Isl. Students [Public School] 2018-19,White Students [Public School] 2018-19,Black Students [Public School] 2018-19,Hispanic Students [Public School] 2018-19,Asian or Asian/Pacific Islander Students [Public School] 2018-19,American Indian/Alaska Native Students [Public School] 2018-19
1304380,JOHNSON MAGNET,Georgia,12-City: Mid-size,686,661,219,0,661,340,346,130438000000,6-Not a Title I school,Yes under Community Eligibility Option (CEO),12th Grade,6th Grade,Johnson Magnet,Richmond County,13245,30901,Augusta,36,698,4,140,456,52,9,1
1301110,JOHNSTON ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,619,199,104,29,228,489,NA,130111000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Johnston Elementary School,Cherokee County,13057,30188,Woodstock,47,617,0,398,16,146,9,1
1301740,JOLLY ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,814,793,481,0,793,620,NA,130174000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Jolly Elementary School,DeKalb County,13089,30021,Clarkston,8,685,0,45,301,37,291,3
1303150,JONES COUNTY HIGH SCHOOL,Georgia,41-Rural: Fringe,1555,572,394,82,654,NA,1555,130315000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,12th Grade,9th Grade,Jones County High School,Jones County,13169,31032,Gray,46,1548,0,1064,407,24,5,2
1300510,JONES ELEMENTARY SCHOOL,Georgia,31-Town: Fringe,706,82,73,22,104,488,NA,130051000000,2-Title I targeted assistance school,Yes participating without using any Provision or the CEO,3rd Grade,Prekindergarten,Jones Elementary School,Haralson County,13143,30110,Bremen,22,696,1,613,42,12,6,0
1300420,JONES ELEMENTARY SCHOOL,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,130042000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1302550,JONES MIDDLE SCHOOL,Georgia,21-Suburb: Large,960,232,112,54,286,960,NA,130255000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,8th Grade,6th Grade,Jones Middle School,Gwinnett County,13135,30519,Buford,46,960,0,432,180,178,122,2
1301710,JONES-WHEAT ELEMENTARY SCHOOL,Georgia,32-Town: Distant,484,481,252,0,481,333,NA,130171000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,4th Grade,Prekindergarten,Jones-Wheat Elementary School,Decatur County,13087,39817,Bainbridge,25,695,0,277,338,47,8,0
1301230,JONESBORO HIGH SCHOOL,Georgia,21-Suburb: Large,1343,1336,558,0,1336,NA,1343,130123000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),12th Grade,9th Grade,Jonesboro High School,Clayton County,13063,30236,Jonesboro,45,1388,2,42,949,301,48,1
1301230,JONESBORO MIDDLE SCHOOL,Georgia,21-Suburb: Large,909,904,528,0,904,909,NA,130123000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),8th Grade,6th Grade,Jonesboro Middle School,Clayton County,13063,30236,Jonesboro,20,1010,0,23,675,276,15,1
1302520,JORDAN HILL ROAD ELEMENTARY SCHOOL,Georgia,41-Rural: Fringe,426,366,164,47,413,309,NA,130252000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Jordan Hill Road Elementary School,Spalding County,13255,30223,Griffin,29,447,0,210,153,52,3,0
1302550,JORDAN MIDDLE SCHOOL,GEORGIA,21-Suburb: Large,942,722,366,109,831,942,NA,130255000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,8th Grade,6th Grade,Jordan Middle School,Gwinnett County,13135,30046,Lawrenceville,28,929,1,96,430,341,32,1
1303870,JORDAN VOCATIONAL HIGH SCHOOL,Georgia,12-City: Mid-size,766,723,420,0,723,NA,766,130387000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),12th Grade,9th Grade,Jordan Vocational High School,Muscogee County,13215,31904,Columbus,32,779,0,249,402,91,4,1
1303300,JOSEPH MARTIN ELEMENTARY SCHOOL,Georgia,13-City: Small,628,322,191,61,383,526,NA,130330000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,Kindergarten,Joseph Martin Elementary School,Liberty County,13179,31313,Hinesville,65,664,9,141,316,118,15,0
1304380,JOSEY HIGH SCHOOL,Georgia,12-City: Mid-size,520,501,395,0,501,NA,520,130438000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),12th Grade,9th Grade,Josey High School,Richmond County,13245,30901,Augusta,6,553,6,21,492,26,1,1
1301170,JUDIA JACKSON HARRIS ELEMENTARY,Georgia,12-City: Mid-size,539,497,246,0,497,392,NA,130117000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Judia Jackson Harris Elementary,Clarke County,13059,30601,Athens,8,502,0,34,153,305,2,0
1300630,JULIA P. BRYANT ELEMENTARY SCHOOL,Georgia,32-Town: Distant,784,366,300,35,401,595,NA,130063000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Julia P. Bryant Elementary School,Bulloch County,13031,30458,Statesboro,28,738,2,341,304,38,24,1
1302550,KANOHEDA ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,871,684,341,98,782,711,NA,130255000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Kanoheda Elementary School,Gwinnett County,13135,30044,Lawrenceville,27,817,0,35,244,474,35,2
1303720,KATHERINE B. SUTTON ELEMENTARY SCHOOL,Georgia,41-Rural: Fringe,591,314,179,55,369,432,NA,130372000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Katherine B. Sutton Elementary School,Monroe County,13207,31029,Forsyth,24,620,0,445,116,31,4,0
1301230,KAY R PACE ELEMENTARY SCHOOL OF THE ARTS,GEORGIA,NA,NA,NA,NA,NA,NA,NA,NA,130123000000,NA,NA,5th Grade,Kindergarten,Kay R Pace Elementary School of the Arts,Clayton County,13063,30236,Jonesboro,21,473,0,3,400,38,10,1
1304050,KAY ROAD ELEMENTARY,Georgia,41-Rural: Fringe,584,511,230,0,511,459,NA,130405000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Kay Road Elementary,Peach County,13225,31008,Byron,27,568,0,150,263,123,3,2
1302130,KEDRON ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,622,71,49,17,88,506,NA,130213000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Kedron Elementary School,Fayette County,13113,30269,Peachtree City,35,653,0,293,112,77,130,6
1301290,KEHELEY ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,504,82,37,26,108,429,NA,130129000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,5th Grade,Kindergarten,Keheley Elementary School,Cobb County,13067,30066,Marietta,23,482,0,312,57,71,16,3
1301290,KELL HIGH SCHOOL,Georgia,21-Suburb: Large,1517,375,145,117,492,NA,1517,130129000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,12th Grade,9th Grade,Kell High School,Cobb County,13067,30066,Marietta,84,1526,4,829,309,257,39,4
1301740,KELLEY LAKE ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,347,347,224,0,347,274,NA,130174000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Kelley Lake Elementary School,DeKalb County,13089,30032,Decatur,6,358,1,2,334,9,1,5
1302220,KELLY MILL ELEMENTARY,Georgia,21-Suburb: Large,1220,74,39,11,85,1023,NA,130222000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Kelly Mill Elementary,Forsyth County,13117,30040,Cumming,53,1185,0,863,39,104,123,3
1301230,KEMP ELEM SCHOOL,Georgia,21-Suburb: Large,688,684,340,0,684,688,NA,130123000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,3rd Grade,Kemp Elem School,Clayton County,13063,30228,Hampton,21,664,1,19,511,102,10,0
1301290,KEMP ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,969,100,39,43,143,842,NA,130129000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Kemp Elementary School,Cobb County,13067,30127,Powder Springs,58,967,1,533,254,92,27,2
1301230,KEMP PRIMARY,Georgia,21-Suburb: Large,673,669,318,0,669,436,NA,130123000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),2nd Grade,Prekindergarten,Kemp Primary,Clayton County,13063,30228,Hampton,34,674,1,15,513,99,10,2
1303870,KENDRICK HIGH SCHOOL,Georgia,12-City: Mid-size,898,848,501,0,848,NA,898,130387000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),12th Grade,9th Grade,Kendrick High School,Muscogee County,13215,31907,Columbus,30,855,0,28,771,25,1,0
1301230,KENDRICK MIDDLE SCHOOL,Georgia,21-Suburb: Large,793,789,412,0,789,793,NA,130123000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),8th Grade,6th Grade,Kendrick Middle School,Clayton County,13063,30238,Jonesboro,16,794,0,17,577,163,19,2
1300290,KENNEDY ELEMENTARY SCHOOL,Georgia,41-Rural: Fringe,813,487,290,89,576,642,NA,130029000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Kennedy Elementary School,Barrow County,13013,30680,Winder,65,887,1,414,170,201,36,0
1300120,KENNEDY MIDDLE SCHOOL,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,130012000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1302520,KENNEDY ROAD MIDDLE SCHOOL,Georgia,21-Suburb: Large,459,338,209,46,384,459,NA,130252000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,8th Grade,6th Grade,Kennedy Road Middle School,Spalding County,13255,30223,Griffin,14,489,0,184,241,46,4,0
1301290,KENNESAW CHARTER SCHOOL,Georgia,21-Suburb: Large,594,167,67,33,200,494,NA,130129000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,5th Grade,Kindergarten,Kennesaw Charter School,Cobb County,13067,30152,Kennesaw,25,519,0,83,311,73,26,1
1301290,KENNESAW ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,622,222,84,46,268,378,NA,130129000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,2nd Grade,Prekindergarten,Kennesaw Elementary School,Cobb County,13067,30144,Kennesaw,41,635,0,286,167,116,24,1
1301290,KENNESAW MOUNTAIN HIGH SCHOOL,Georgia,21-Suburb: Large,2063,495,150,121,616,NA,2063,130129000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,12th Grade,9th Grade,Kennesaw Mountain High School,Cobb County,13067,30152,Kennesaw,74,1899,3,813,516,333,156,4
1303870,KEY ELEMENTARY SCHOOL,Georgia,12-City: Mid-size,373,352,270,0,352,328,NA,130387000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Kindergarten,Key Elementary School,Muscogee County,13215,31903,Columbus,21,336,0,28,235,49,3,0
1300840,KIDSPEACE,Georgia,42-Rural: Distant,62,59,3,0,59,14,48,130084000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,12th Grade,7th Grade,KidsPeace,Carroll County,13045,30108,Bowdon,2,61,0,28,30,1,0,0
1301650,KILOUGH ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,417,163,39,31,194,312,NA,130165000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Kilough Elementary School,Dawson County,13085,30534,Dawsonville,9,409,0,330,7,61,2,0
1301230,KILPATRICK ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,712,708,405,0,708,604,NA,130123000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Kindergarten,Kilpatrick Elementary School,Clayton County,13063,30236,Jonesboro,23,743,1,39,368,299,11,2
1300120,KIMBERLY ELEMENTARY SCHOOL,Georgia,11-City: Large,431,431,185,0,431,351,NA,130012000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Kimberly Elementary School,Fulton County,13121,30311,Atlanta,3,473,0,0,446,24,0,0
1301290,KINCAID ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,695,92,33,26,118,592,NA,130129000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Kincaid Elementary School,Cobb County,13067,30066,Marietta,30,679,0,374,83,113,77,2
1303270,KINCHAFOONEE PRIMARY SCHOOL,Georgia,41-Rural: Fringe,953,401,208,61,462,422,NA,130327000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,2nd Grade,Prekindergarten,Kinchafoonee Primary School,Lee County,13177,31763,Leesburg,37,967,1,669,215,27,18,0
1300120,KINDEZI,Georgia,11-City: Large,389,389,95,0,389,330,NA,130012000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),8th Grade,Kindergarten,Kindezi,Fulton County,13121,30331,Atlanta,9,414,1,14,382,7,1,0
1300120,KINDEZI OLD 4TH WARD,GEORGIA,11-City: Large,468,468,152,0,468,412,NA,130012000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),8th Grade,Kindergarten,Kindezi Old 4th Ward,Fulton County,13121,30308,Atlanta,21,497,1,47,413,13,2,0
1300420,KING - DANFORTH ELEMENTARY SCHOOL,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,130042000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1300120,KING MIDDLE SCHOOL,Georgia,11-City: Large,711,711,371,0,711,711,NA,130012000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),8th Grade,6th Grade,King Middle School,Fulton County,13121,30312,Atlanta,5,790,0,19,699,62,3,2
1301290,KING SPRINGS ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,1043,195,81,57,252,826,NA,130129000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,King Springs Elementary School,Cobb County,13067,30082,Smyrna,67,1116,0,480,350,103,111,5
1302880,KINGS CHAPEL ELEMENTARY SCHOOL,Georgia,41-Rural: Fringe,544,157,92,46,203,423,NA,130288000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Kings Chapel Elementary School,Houston County,13153,31069,Perry,15,544,1,405,88,32,2,1
1300780,KINGSLAND ELEMENTARY SCHOOL,Georgia,41-Rural: Fringe,416,208,166,25,233,330,NA,130078000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Kingsland Elementary School,Camden County,13039,31548,Kingsland,46,440,1,293,54,43,1,2
1301740,KINGSLEY ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,456,262,105,10,272,361,NA,130174000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Kingsley Elementary School,DeKalb County,13089,30338,Dunwoody,14,417,0,100,33,248,20,2
1300330,KINGSTON ELEMENTARY SCHOOL,Georgia,41-Rural: Fringe,518,353,177,71,424,407,NA,130033000000,5-Title I schoolwide school,Yes under Provision 2,5th Grade,Prekindergarten,Kingston Elementary School,Bartow County,13015,30145,Kingston,21,489,3,266,89,106,3,1
1300120,KIPP ATLANTA COLLEGIATE ACADEMY,Georgia,11-City: Large,776,776,334,0,776,NA,776,130012000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),12th Grade,9th Grade,KIPP Atlanta Collegiate Academy,Fulton County,13121,30314,Atlanta,6,775,0,0,755,13,0,1
1300120,KIPP SOUL PRIMARY,GEORGIA,NA,NA,NA,NA,NA,NA,NA,NA,130012000000,NA,NA,Kindergarten,Kindergarten,KIPP Soul Primary,Fulton County,13121,30314,Atlanta,0,114,0,0,113,1,0,0
1302280,KIPP SOUTH FULTON ACADEMY SCHOOL,Georgia,21-Suburb: Large,333,201,130,55,256,333,NA,130228000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,8th Grade,5th Grade,KIPP South Fulton Academy School,Fulton County,13121,30344,Atlanta,7,329,1,5,282,32,2,0
1300120,KIPP STRIVE ACADEMY,Georgia,11-City: Large,394,239,189,44,283,394,NA,130012000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,8th Grade,5th Grade,Kipp Strive Academy,Fulton County,13121,30310,Atlanta,1,388,0,1,374,10,0,2
1300120,KIPP STRIVE PRIMARY,Georgia,11-City: Large,525,525,171,0,525,421,NA,130012000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),4th Grade,Kindergarten,KIPP Strive Primary,Fulton County,13121,30310,Atlanta,5,506,0,3,488,9,1,0
1300120,KIPP VISION,Georgia,11-City: Large,362,362,174,0,362,362,NA,130012000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),8th Grade,5th Grade,KIPP VISION,Fulton County,13121,30315,Atlanta,0,365,1,0,346,18,0,0
1300120,KIPP VISION PRIMARY,Georgia,11-City: Large,522,522,195,0,522,422,NA,130012000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),4th Grade,Kindergarten,KIPP Vision Primary,Fulton County,13121,30315,Atlanta,1,498,0,0,476,21,0,0
1300120,KIPP WAYS PRIMARY SCHOOL,GEORGIA,11-City: Large,409,409,128,0,409,302,NA,130012000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),4th Grade,Kindergarten,Kipp WAYS Primary School,Fulton County,13121,30314,Atlanta,3,505,0,0,496,3,0,3
1300120,KIPP WEST ATLANTA YOUNG SCHOLARS ACADEMY,Georgia,11-City: Large,359,359,159,0,359,359,NA,130012000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),8th Grade,5th Grade,KIPP West Atlanta Young Scholars Academy,Fulton County,13121,30314,Atlanta,5,361,0,0,351,5,0,0
1301740,KITTREDGE MAGNET SCHOOL,Georgia,21-Suburb: Large,479,25,11,5,30,479,NA,130174000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,6th Grade,4th Grade,Kittredge Magnet School,DeKalb County,13089,30319,Brookhaven,35,482,0,292,50,31,73,1
1302550,KNIGHT ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,884,519,277,87,606,754,NA,130255000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Knight Elementary School,Gwinnett County,13135,30047,Lilburn,31,884,0,162,166,403,122,0
1301740,KNOLLWOOD ELEMENTARY SCHOOL,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,130174000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1303540,L. K. MOSS ELEMENTARY SCHOOL,Georgia,42-Rural: Distant,693,637,308,0,637,526,NA,130354000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,L. K. Moss Elementary School,Marion County,13197,31803,Buena Vista,19,642,0,332,201,85,4,1
1301290,LABELLE ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,439,362,98,31,393,366,NA,130129000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,LaBelle Elementary School,Cobb County,13067,30060,Marietta,5,406,2,17,96,277,8,1
1305370,LAFAYETTE HIGH SCHOOL,Georgia,41-Rural: Fringe,1112,612,364,133,745,NA,1112,130537000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,12th Grade,9th Grade,LaFayette High School,Walker County,13295,30728,La Fayette,56,1137,0,977,52,40,8,4
1305370,LAFAYETTE MIDDLE SCHOOL,Georgia,31-Town: Fringe,625,429,287,62,491,625,NA,130537000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,8th Grade,6th Grade,LaFayette Middle School,Walker County,13295,30728,La Fayette,33,621,1,545,23,17,2,0
1300001,LAGRANGE HIGH SCHOOL,Georgia,32-Town: Distant,1208,570,335,70,640,NA,1208,130000000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,12th Grade,9th Grade,LaGrange High School,Troup County,13285,30240,Lagrange,43,1198,2,505,523,85,38,2
1301230,LAKE CITY ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,570,567,251,0,567,470,NA,130123000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Lake City Elementary School,Clayton County,13063,30260,Lake City,18,583,0,17,203,260,84,1
1302280,LAKE FOREST ELEMENTARY,Georgia,12-City: Mid-size,889,889,305,0,889,700,NA,130228000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Lake Forest Elementary,Fulton County,13121,30328,Atlanta,2,806,0,28,33,733,9,1
1304380,LAKE FOREST HILLS ELEMENTARY SCHOOL,Georgia,12-City: Mid-size,705,679,278,0,679,534,NA,130438000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Lake Forest Hills Elementary School,Richmond County,13245,30909,Augusta,18,574,1,174,350,17,14,0
