,SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,SCH_TYPE_TEXT,SCH_TYPE,RECON_STATUS,OUT_OF_STATE_FLAG,CHARTER_TEXT,CHARTAUTH1,CHARTAUTHN1,CHARTAUTH2,CHARTAUTHN2,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED
25328,2017-2018,13,GEORGIA,GA,Camp Creek Middle School,Fulton County,1,,GA-660,1302280,GA-660-0186,130228000000.0,1301956,4345 Welcome All Rd SW,,,Atlanta,GA,30349,,4345 Welcome All Rd SW,,,Atlanta,GA,30349,,(470)254-8030,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25329,2017-2018,13,GEORGIA,GA,Ridgeview Charter School,Fulton County,1,,GA-660,1302280,GA-660-0286,130228000000.0,1301957,5340 S Trimble Rd,,,Atlanta,GA,30342,,5340 S Trimble Rd,,,Atlanta,GA,30342,,(470)254-7710,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,Yes,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25330,2017-2018,13,GEORGIA,GA,Independence High School,Fulton County,1,,GA-660,1302280,GA-660-0386,130228000000.0,1301958,791 Mimosa Blvd,,,Roswell,GA,30075,,791 Mimosa Blvd,,,Roswell,GA,30075,,(470)254-6339,,1,Open,1,Open,3/14/2018,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25331,2017-2018,13,GEORGIA,GA,Barnwell Elementary School,Fulton County,1,,GA-660,1302280,GA-660-0187,130228000000.0,1301979,9425 Barnwell Rd,,,Alpharetta,GA,30022,,9425 Barnwell Rd,,,Alpharetta,GA,30022,,(470)254-4960,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25332,2017-2018,13,GEORGIA,GA,Heards Ferry Elementary School,Fulton County,1,,GA-660,1302280,GA-660-3056,130228000000.0,1302001,6151 Powers Ferry Rd,,,Atlanta,GA,30339,,6151 Powers Ferry Rd,,,Atlanta,GA,30339,,(470)254-6190,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25333,2017-2018,13,GEORGIA,GA,McNair Middle School,Fulton County,1,,GA-660,1302280,GA-660-0189,130228000000.0,1302035,2800 Burdett Rd,,,College Park,GA,30349,,2800 Burdett Rd,,,College Park,GA,30349,,(470)254-4160,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25334,2017-2018,13,GEORGIA,GA,Woodland Middle School,Fulton County,1,,GA-660,1302280,GA-660-0289,130228000000.0,1302036,2745 Stone Rd,,,East Point,GA,30344,,2745 Stone Rd,,,East Point,GA,30344,,(470)254-2182,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25335,2017-2018,13,GEORGIA,GA,McClarin High School,Fulton County,1,,GA-660,1302280,GA-660-0383,130228000000.0,1302037,3605 Main St,,,College Park,GA,30337,,3605 Main St,,,College Park,GA,30337,,(470)254-8080,,1,Open,1,Open,3/14/2018,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25336,2017-2018,13,GEORGIA,GA,Lake Windward Elementary School,Fulton County,1,,GA-660,1302280,GA-660-0190,130228000000.0,1302078,11770 E Fox Ct,,,Alpharetta,GA,30005,,11770 E Fox Ct,,,Alpharetta,GA,30005,,(470)254-7050,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25337,2017-2018,13,GEORGIA,GA,Roswell High School,Fulton County,1,,GA-660,1302280,GA-660-0191,130228000000.0,1302119,11595 King Rd,,,Roswell,GA,30075,,11595 King Rd,,,Roswell,GA,30075,,(470)254-4500,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25338,2017-2018,13,GEORGIA,GA,Creekside High School,Fulton County,1,,GA-660,1302280,GA-660-0291,130228000000.0,1302120,7405 Herndon Rd,,,Fairburn,GA,30213,,7405 Herndon Rd,,,Fairburn,GA,30213,,(470)254-4300,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25339,2017-2018,13,GEORGIA,GA,Bear Creek Middle School,Fulton County,1,,GA-660,1302280,GA-660-0391,130228000000.0,1302121,7415 Herndon Rd,,,Fairburn,GA,30213,,7415 Herndon Rd,,,Fairburn,GA,30213,,(470)254-6080,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25340,2017-2018,13,GEORGIA,GA,Medlock Bridge Elementary School,Fulton County,1,,GA-660,1302280,GA-660-0491,130228000000.0,1302122,10215 Medlock Bridge Pkwy,,,Alpharetta,GA,30022,,10215 Medlock Bridge Pkwy,,,Alpharetta,GA,30022,,(470)254-2980,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25341,2017-2018,13,GEORGIA,GA,Taylor Road Middle School,Fulton County,1,,GA-660,1302280,GA-660-0591,130228000000.0,1302123,5150 Taylor Rd,,,Alpharetta,GA,30022,,5150 Taylor Rd,,,Alpharetta,GA,30022,,(470)254-7090,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25342,2017-2018,13,GEORGIA,GA,Tri-Cities High School,Fulton County,1,,GA-660,1302280,GA-660-0691,130228000000.0,1302124,2575 Harris St,,,East Point,GA,30344,,2575 Harris St,,,East Point,GA,30344,,(470)254-8200,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25343,2017-2018,13,GEORGIA,GA,Hapeville Elementary School,Fulton County,1,,GA-660,1302280,GA-660-0192,130228000000.0,1302170,3440 N Fulton Ave,,,Hapeville,GA,30354,,3440 N Fulton Ave,,,Hapeville,GA,30354,,(470)254-8220,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25344,2017-2018,13,GEORGIA,GA,Chattahoochee High School,Fulton County,1,,GA-660,1302280,GA-660-0392,130228000000.0,1302172,5230 Taylor Rd,,,Alpharetta,GA,30022,,5230 Taylor Rd,,,Alpharetta,GA,30022,,(470)254-7600,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25345,2017-2018,13,GEORGIA,GA,Centennial High School,Fulton County,1,,GA-660,1302280,GA-660-0198,130228000000.0,1302181,9310 Scott Rd,,,Roswell,GA,30076,,9310 Scott Rd,,,Roswell,GA,30076,,(470)254-4230,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25346,2017-2018,13,GEORGIA,GA,Sweet Apple Elementary School,Fulton County,1,,GA-660,1302280,GA-660-0298,130228000000.0,1302189,12025 Etris Rd,,,Roswell,GA,30075,,12025 Etris Rd,,,Roswell,GA,30075,,(470)254-3310,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25347,2017-2018,13,GEORGIA,GA,Shakerag Elementary School,Fulton County,1,,GA-660,1302280,GA-660-0398,130228000000.0,1302190,10885 Rogers Cir,,,Johns Creek,GA,30097,,10885 Rogers Cir,,,Johns Creek,GA,30097,,(470)254-3880,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25348,2017-2018,13,GEORGIA,GA,Stonewall Tell Elementary School,Fulton County,1,,GA-660,1302280,GA-660-0199,130228000000.0,1302264,3310 Stonewall Tell Rd,,,College Park,GA,30349,,3310 Stonewall Tell Rd,,,College Park,GA,30349,,(470)254-3500,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25349,2017-2018,13,GEORGIA,GA,Manning Oaks Elementary School,Fulton County,1,,GA-660,1302280,GA-660-0299,130228000000.0,1302265,405 Cumming St,,,Alpharetta,GA,30004,,405 Cumming St,,,Alpharetta,GA,30004,,(470)254-2912,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25350,2017-2018,13,GEORGIA,GA,Summit Hill Elementary,Fulton County,1,,GA-660,1302280,GA-660-0100,130228000000.0,1302321,13855 Providence Rd,,,Alpharetta,GA,30004,,13855 Providence Rd,,,Alpharetta,GA,30004,,(470)254-2830,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25351,2017-2018,13,GEORGIA,GA,Abbotts Hill Elementary School,Fulton County,1,,GA-660,1302280,GA-660-0101,130228000000.0,1302378,5575 Abbotts Bridge Rd,,,Duluth,GA,30097,,5575 Abbotts Bridge Rd,,,Duluth,GA,30097,,(470)254-2860,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,5,Elementary,As reported
25352,2017-2018,13,GEORGIA,GA,Heritage Elementary School,Fulton County,1,,GA-660,1302280,GA-660-0301,130228000000.0,1302379,2600 Jolly Rd,,,Atlanta,GA,30349,,2600 Jolly Rd,,,Atlanta,GA,30349,,(470)254-8144,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25353,2017-2018,13,GEORGIA,GA,Dunwoody Springs Elementary School,Fulton County,1,,GA-660,1302280,GA-660-0207,130228000000.0,1302380,8100 Roberts Dr,,,Atlanta,GA,30350,,8100 Roberts Dr,,,Atlanta,GA,30350,,(470)254-4060,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25354,2017-2018,13,GEORGIA,GA,Ocee Elementary School,Fulton County,1,,GA-660,1302280,GA-660-0701,130228000000.0,1302382,4375 Kimball Bridge Rd,,,Alpharetta,GA,30022,,4375 Kimball Bridge Rd,,,Alpharetta,GA,30022,,(470)254-2960,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25355,2017-2018,13,GEORGIA,GA,Creek View Elementary School,Fulton County,1,,GA-660,1302280,GA-660-0102,130228000000.0,1302489,3995 Webb Bridge Rd,,,Alpharetta,GA,30005,,3995 Webb Bridge Rd,,,Alpharetta,GA,30005,,(470)254-2932,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,5,Elementary,As reported
25356,2017-2018,13,GEORGIA,GA,Hembree Springs Elementary School,Fulton County,1,,GA-660,1302280,GA-660-0103,130228000000.0,1302490,815 Hembree Rd,,,Roswell,GA,30076,,815 Hembree Rd,,,Roswell,GA,30076,,(470)254-2902,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25357,2017-2018,13,GEORGIA,GA,Hillside Elementary School,Fulton County,1,,GA-660,1302280,GA-660-0202,130228000000.0,1302491,9250 Scott Rd,,,Roswell,GA,30076,,9250 Scott Rd,,,Roswell,GA,30076,,(470)254-6362,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25358,2017-2018,13,GEORGIA,GA,Elkins Pointe Middle School,Fulton County,1,,GA-660,1302280,GA-660-0302,130228000000.0,1302492,11290 Elkins Rd,,,Roswell,GA,30076,,11290 Elkins Rd,,,Roswell,GA,30076,,(470)254-2892,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25359,2017-2018,13,GEORGIA,GA,River Trail Middle School,Fulton County,1,,GA-660,1302280,GA-660-0402,130228000000.0,1302493,10795 Rogers Cir,,,Duluth,GA,30097,,10795 Rogers Cir,,,Duluth,GA,30097,,(470)254-3860,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25360,2017-2018,13,GEORGIA,GA,Northview High School,Fulton County,1,,GA-660,1302280,GA-660-0203,130228000000.0,1302560,10625 Parsons Rd,,,Duluth,GA,30097,,10625 Parsons Rd,,,Duluth,GA,30097,,(470)254-3828,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25361,2017-2018,13,GEORGIA,GA,Liberty Point Elementary School,Fulton County,1,,GA-660,1302280,GA-660-0503,130228000000.0,1302561,9000 Highpoint Rd,,,Union City,GA,30291,,9000 Highpoint Rd,,,Union City,GA,30291,,(470)254-3510,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25362,2017-2018,13,GEORGIA,GA,Paul D. West Middle School,Fulton County,1,,GA-660,1302280,GA-660-0803,130228000000.0,1302564,2376 Headland Dr,,,East Point,GA,30344,,2376 Headland Dr,,,East Point,GA,30344,,(470)254-8130,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25363,2017-2018,13,GEORGIA,GA,KIPP South Fulton Academy School,Fulton County,1,,GA-660,1302280,GA-660-0204,130228000000.0,1302885,1286 Washington Ave,,,Atlanta,GA,30344,,1286 Washington Ave,,,Atlanta,GA,30344,,(678)278-0160,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,Yes,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,5,8,Middle,As reported
25364,2017-2018,13,GEORGIA,GA,Autrey Mill Middle School,Fulton County,1,,GA-660,1302280,GA-660-0305,130228000000.0,1302886,4110 Old Alabama Rd,,,Alpharetta,GA,30022,,4110 Old Alabama Rd,,,Alpharetta,GA,30022,,(470)254-7622,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25365,2017-2018,13,GEORGIA,GA,Hamilton E. Holmes Elementary,Fulton County,1,,GA-660,1302280,GA-660-0501,130228000000.0,1302887,2301 Connally Dr,,,East Point,GA,30344,,2301 Connally Dr,,,East Point,GA,30344,,(470)254-3092,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25366,2017-2018,13,GEORGIA,GA,Hopewell Middle School,Fulton County,1,,GA-660,1302280,GA-660-0105,130228000000.0,1303360,13060 Cogburn Rd,,,Alpharetta,GA,30004,,13060 Cogburn Rd,,,Alpharetta,GA,30004,,(470)254-3240,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25367,2017-2018,13,GEORGIA,GA,Renaissance ES,Fulton County,1,,GA-660,1302280,GA-660-0109,130228000000.0,1303363,7250 Hall Rd,,,Fairburn,GA,30213,,7250 Hall Rd,,,Fairburn,GA,30213,,(470)254-4320,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25368,2017-2018,13,GEORGIA,GA,Alpharetta High School,Fulton County,1,,GA-660,1302280,GA-660-0205,130228000000.0,1303364,3595 Webb Bridge Rd,,,Alpharetta,GA,30005,,3595 Webb Bridge Rd,,,Alpharetta,GA,30005,,(470)254-7640,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25369,2017-2018,13,GEORGIA,GA,Cogburn Woods Elementary School,Fulton County,1,,GA-660,1302280,GA-660-0303,130228000000.0,1303365,13080 Cogburn Rd,,,Alpharetta,GA,30004,,13080 Cogburn Rd,,,Alpharetta,GA,30004,,(470)254-2845,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25370,2017-2018,13,GEORGIA,GA,Wilson Creek Elementary School,Fulton County,1,,GA-660,1302280,GA-660-0405,130228000000.0,1303367,6115 Wilson Rd,,,Duluth,GA,30097,,6115 Wilson Rd,,,Duluth,GA,30097,,(470)254-3811,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25371,2017-2018,13,GEORGIA,GA,Sandtown Middle School,Fulton County,1,,GA-660,1302280,GA-660-0505,130228000000.0,1303368,5400 Campbellton Rd SW,,,Atlanta,GA,30331,,5400 Campbellton Rd SW,,,Atlanta,GA,30331,,(470)254-6500,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25372,2017-2018,13,GEORGIA,GA,Hapeville Charter Middle School,Fulton County,1,,GA-660,1302280,GA-660-0605,130228000000.0,1303369,3510 Atlanta Ave,,,Hapeville,GA,30354,,3510 Atlanta Ave,,,Hapeville,GA,30354,,(404)767-7730,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,Yes,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25373,2017-2018,13,GEORGIA,GA,Amana Academy School,Fulton County,1,,GA-660,1302280,GA-660-0406,130228000000.0,1303535,285 S Main St,,,Alpharetta,GA,30009,,285 S Main St,,,Alpharetta,GA,30009,,(678)624-0989,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,Yes,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,8,Elementary,As reported
25374,2017-2018,13,GEORGIA,GA,Oakley Elementary School,Fulton County,1,,GA-660,1302280,GA-660-0206,130228000000.0,1303561,7220 Oakley Ter,,,Union City,GA,30291,,7220 Oakley Ter,,,Union City,GA,30291,,(770)774-4057,http://www2.fultonschools.org/school/oakley/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25375,2017-2018,13,GEORGIA,GA,Renaissance Middle School,Fulton County,1,,GA-660,1302280,GA-660-0107,130228000000.0,1303563,7155 Hall Rd,,,Fairburn,GA,30213,,7155 Hall Rd,,,Fairburn,GA,30213,,(470)254-4330,http://www2.fultonschools.org/school/Renaissance/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25376,2017-2018,13,GEORGIA,GA,Georgia Baptist Children's Home and Family Ministries,Fulton County,1,,GA-660,1302280,GA-660-0307,130228000000.0,1303651,9250 Hutcheson Ferry Rd,,,Palmetto,GA,30268,,9250 Hutcheson Ferry Rd,,,Palmetto,GA,30268,,(770)463-3344,,1,Open,1,Open,3/14/2018,Special Education School,2,No,No,No,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,5,11,Middle,As reported
25377,2017-2018,13,GEORGIA,GA,Lake Forest Elementary,Fulton County,1,,GA-660,1302280,GA-660-0909,130228000000.0,1303816,5920 Sandy Springs Cir,,,Atlanta,GA,30328,,5920 Sandy Springs Cir,,,Atlanta,GA,30328,,(470)254-8740,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25378,2017-2018,13,GEORGIA,GA,Ison Springs Elementary School,Fulton County,1,,GA-660,1302280,GA-660-1310,130228000000.0,1303842,8261 Ison Road,,,Sandy Springs,GA,30350,,8261 Ison Rd,,,Sandy Springs,GA,30350,,(470)254-4020,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25379,2017-2018,13,GEORGIA,GA,Birmingham Falls Elementary School,Fulton County,1,,GA-660,1302280,GA-660-1210,130228000000.0,1303874,14865 Birmingham Hwy,,,Milton,GA,30004,,14865 Birmingham Hwy,,,Milton,GA,30004,,(470)254-2820,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25380,2017-2018,13,GEORGIA,GA,Langston Hughes High School,Fulton County,1,,GA-660,1302280,GA-660-1110,130228000000.0,1303913,7501 Hall Rd,,,Fairburn,GA,30213,,7501 Hall Rd,,,Fairburn,GA,30213,,(470)254-3620,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25381,2017-2018,13,GEORGIA,GA,Johns Creek High School,Fulton County,1,,GA-660,1302280,GA-660-0910,130228000000.0,1303935,5575 State Bridge Rd,,,Johns Creek,GA,30022,,5575 State Bridge Rd,,,Johns Creek,GA,30022,,(470)254-2138,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25382,2017-2018,13,GEORGIA,GA,Cliftondale Elementary School,Fulton County,1,,GA-660,1302280,GA-660-1010,130228000000.0,1303940,3340 W Stubbs Rd,,,College Park,GA,30349,,3340 W Stubbs Rd,,,College Park,GA,30349,,(470)254-4070,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25383,2017-2018,13,GEORGIA,GA,Main Street Charter Academy,Fulton County,1,,GA-660,1302280,GA-660-0116,130228000000.0,1303990,2861 Lakeshore Dr,,,College Park,GA,30337,,2861 Lakeshore Dr,,,College Park,GA,30337,,(404)668-0261,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,Yes,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,8,Elementary,As reported
25384,2017-2018,13,GEORGIA,GA,Feldwood Elementary School,Fulton County,1,,GA-660,1302280,GA-660-0114,130228000000.0,1304002,5790 Feldwood Rd,,,College Park,GA,30349,,5790 Feldwood Rd,,,College Park,GA,30349,,(470)254-2001,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25385,2017-2018,13,GEORGIA,GA,Hapeville Charter Career Academy,Fulton County,1,,GA-660,1302280,GA-660-0118,130228000000.0,1304045,6045 Buffington Rd,,,Atlanta,GA,30349,,6045 Buffington Rd,,,Atlanta,GA,30349,,(404)766-0101,http://www.fultonschools.org/school/hapevillecareeracademy/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,Yes,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25386,2017-2018,13,GEORGIA,GA,Cambridge High School,Fulton County,1,,GA-660,1302280,GA-660-0119,130228000000.0,1304099,2845 Bethany Bnd,,,Milton,GA,30004,,2845 Bethany Bnd,,,Milton,GA,30004,,(470)254-2883,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
